gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.08495764177788,0.0,0
Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,102.55779912387021,2563.94,1
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,99.12245969418171,7037.69,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.200264407011566,2030.42,0
Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.40019851196917,709.8,1
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.602205453766327,135.61,0
Female,1,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.22859335074027,986.74,1
Male,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,53.6206624192086,1072.41,0
Female,0,No,Yes,12,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,85.79297151536343,1029.52,0
Female,0,No,No,30,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.27118613173229,3428.14,1
Male,0,No,No,15,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.95697909098126,344.35,0
Male,1,No,No,2,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.88553270050511,91.77,1
Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.23056495885206,1239.38,1
Male,0,No,Yes,22,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.53284415768926,473.72,1
Male,0,No,No,67,Yes,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.44878192720059,4452.07,0
Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),69.26245288498957,692.62,0
Female,0,No,No,31,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),93.10377313975074,2886.22,0
Male,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,103.18314357503868,6706.9,1
Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.44130623488795,3182.12,1
Male,0,No,No,41,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.74995470261135,3105.75,1
Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.571671489738453,235.72,0
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.51735187820205,5203.18,0
Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.66406875445084,6577.83,0
Female,0,No,No,39,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,46.72005792515866,1822.08,0
Male,0,No,No,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,37.29794305398957,447.58,0
Female,1,No,No,6,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.221047929305573,151.33,1
Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,3600.0,1
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.80259643682834,5363.37,0
Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,80.18313743270294,0.0,1
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,8640.0,0
Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.932666090473578,1340.23,0
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.7955945238595,977.96,1
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,6960.0,1
Female,0,No,Yes,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.77511715806314,5871.08,1
Male,0,No,No,70,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.269381321274,7368.86,1
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.64661475170159,7102.56,1
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.435132492546305,952.97,0
Male,0,No,No,23,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.05899072052149,1427.36,0
Female,0,No,No,52,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.83122127333671,1135.22,0
Female,0,Yes,Yes,48,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.867257468364,3497.63,0
Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.1783032362775,1166.14,0
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.72206618012844,6945.6,0
Female,0,No,No,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,7800.0,1
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.86788195656275,1246.28,1
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,94.44746448921921,6611.32,0
Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),71.49377719843876,4718.59,0
Male,0,Yes,Yes,24,Yes,No,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),108.18041502732112,2596.33,0
Male,0,Yes,No,72,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,115.23734605955161,8297.09,1
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,8640.0,1
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),47.0214894134255,564.26,0
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.091774056289424,1890.97,0
Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.89703910171957,1823.73,1
Female,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,39.73529168923346,0.0,1
Female,1,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,92.41205267418216,0.0,1
Female,1,No,No,4,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.17212250571167,104.69,1
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.120415365254473,221.32,1
Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),116.63402720936739,8397.65,1
Male,1,Yes,No,0,Yes,Yes,No,Yes,No,No,No,No,No,Two year,Yes,Electronic check,93.30758766745429,0.0,1
Female,0,No,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,36.906285107367836,1107.19,0
Female,0,No,No,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.00098414457086,1224.05,1
Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,107.65049560737015,6566.68,0
Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.727056089188725,1522.53,1
Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.73607535479526,1007.36,1
Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.445204825973022,1666.05,0
Female,0,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.129256994310907,168.9,1
Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,105.39633798524483,6429.18,1
Male,1,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.86445308413027,963.15,1
Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),57.362697474524566,1147.25,1
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.50603917102593,0.0,0
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,8640.0,0
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.81466120432922,518.15,1
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.96456465930994,1039.54,0
Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.9302465663201,2598.19,1
Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,119.27660434524694,8110.81,0
Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.50265800740667,1476.19,0
Male,1,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.95800571066819,6333.23,0
Female,0,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.531000557463344,834.05,0
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.12244712931997,452.49,0
Female,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.09347434867933,1534.21,0
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),110.52793395807166,7958.01,0
Female,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.9921334575251,701.79,1
Female,1,No,No,54,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,6480.0,1
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,120.0,8640.0,0
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.918257215204203,896.63,0
Male,0,Yes,No,31,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.4809387264125,3114.91,0
Male,0,Yes,No,66,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.04247297759541,3896.8,1
Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,87.0961343966129,1306.44,1
Male,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.81493210568264,728.52,0
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.92905245435148,6169.53,0
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,113.31296641994044,6232.21,0
Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.22638445733337,5927.55,0
Female,1,No,No,68,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,111.66429555718642,7593.17,0
Male,1,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.43826877768812,1615.56,0
Male,0,Yes,Yes,54,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.57290754514341,2568.94,0
Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,7680.0,1
Female,1,Yes,No,10,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.24025464752529,882.4,1
Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,107.58651622215515,2366.9,0
Male,0,No,No,26,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.207613094710975,655.4,0
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.493899515410106,516.87,0
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,56.79005499197312,4088.88,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.75393661679178,8190.28,0
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,102.64375747459788,718.51,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),94.79106319606022,6824.96,0
Female,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),58.33616009540374,4200.2,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.504264854213638,2196.31,0
Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.74480613101207,8045.63,0
Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.24314100053135,1432.13,0
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,83.21863709655906,3495.18,0
Male,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,72.4650173074527,1521.77,0
Female,1,No,No,66,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.56624816033894,6109.37,0
Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),97.37740904124286,4576.74,1
Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,120.0,7200.0,1
Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.29750730818316,866.68,1
Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,91.44854701372986,4572.43,1
Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.24611717707242,1698.69,1
Female,0,Yes,Yes,2,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.873709449640103,45.75,0
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.040738109699614,2018.93,0
Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.7220550419248,1348.39,1
Female,0,No,No,40,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.28012509677386,4251.21,0
Female,0,Yes,No,51,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.33056326100036,3382.86,0
Male,0,No,No,21,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.81315341823561,1907.08,0
Male,0,No,No,38,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.898411452206624,908.14,0
Female,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.6222813620799,8138.18,0
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.19272872733724,744.7,0
Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),103.66839911653398,1969.7,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),91.78625127153953,6608.61,0
Male,0,No,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.79342931099125,182.35,0
Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,76.14614529853439,1903.65,0
Male,1,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,6840.0,1
Female,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.7559503541591,3269.99,1
Female,0,No,No,58,Yes,Yes,No,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,93.99691546853674,5451.82,0
Male,1,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9832436539061,1439.75,1
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.5898126304751,804.72,1
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),78.19240951367901,5317.08,0
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.89350431347495,1710.3,1
Male,0,No,Yes,17,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.133981301654956,393.28,0
Male,0,Yes,No,72,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0,0
Female,0,Yes,No,41,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.059284680828963,904.43,1
Male,0,No,No,59,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.31204431770943,2673.41,1
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,91.54599236305829,4119.57,0
Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.58122585265919,0.0,0
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.86338187740857,734.91,1
Male,0,No,No,0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.529730622663024,0.0,0
Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.98088382719514,5013.87,0
Male,1,Yes,No,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),37.89921192290625,947.48,0
Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.72611767120567,649.08,1
Female,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0,0
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.67964060660457,821.51,0
Female,0,Yes,Yes,26,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,119.64892895304536,3110.87,0
Female,1,No,No,42,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.21407180505781,3074.99,0
Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.70043972894355,1300.51,1
Male,1,Yes,No,50,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,107.73702795140959,5386.85,1
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,8040.0,1
Female,0,Yes,No,55,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.18044698635241,3199.92,0
Male,0,No,No,49,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.4810018960951,5658.57,1
Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,120.0,6600.0,0
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,80.7138363190084,5811.4,0
Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.010220042955474,280.05,1
Male,0,Yes,Yes,15,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.927252044102143,388.91,0
Male,0,No,No,23,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,47.17184985949542,1084.95,0
Female,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,35.969508743637036,0.0,1
Female,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),47.63480161993577,762.16,1
Female,1,Yes,No,72,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,51.05877820025927,3676.23,0
Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.508426812499174,2337.32,1
Male,0,No,Yes,36,No,No phone service,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.279499321944066,1486.06,0
Female,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.558017072281444,2382.32,1
Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),80.59844022928543,1611.97,0
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,8640.0,0
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.20687552875455,0.0,1
Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,83.55609148457505,1336.9,0
Female,1,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.88531395804236,5123.81,1
Female,1,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.1909059686228,3362.21,1
Male,0,Yes,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.01295809981627,4320.52,0
Male,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,119.59710899640528,5740.66,0
Female,0,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,84.75760983416586,4153.12,0
Male,0,Yes,No,58,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.61415710293486,2645.62,0
Female,1,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.54656655253147,3291.5,0
Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.815430807872005,250.97,1
Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.14563485103281,410.73,0
Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.62655435452633,2868.05,1
Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.41129965594077,3012.34,0
Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,57.64872064596253,1498.87,0
Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.12045016758458,742.84,0
